LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01002770,Islington,E09000019,1840,727,62,4,11,454,40,14,17,66,11,55,58,16,44,100,41,16,26,78
E01002771,Islington,E09000019,1548,659,57,0,6,251,37,28,55,62,29,20,33,7,21,111,59,30,17,66
E01002772,Islington,E09000019,1886,790,92,0,10,376,42,14,19,42,15,36,60,9,46,129,69,26,20,91
E01002773,Islington,E09000019,1651,485,72,0,5,194,11,116,45,43,49,23,23,6,34,267,61,61,33,123
E01002774,Islington,E09000019,2131,876,97,1,5,436,37,25,38,73,41,32,41,9,74,108,111,18,15,94
E01002775,Islington,E09000019,1408,651,73,2,2,296,25,11,26,54,15,17,24,1,20,49,28,21,16,77
E01002776,Islington,E09000019,1858,832,60,0,9,327,35,16,52,51,52,32,34,8,29,118,56,24,14,109
E01002777,Islington,E09000019,1671,799,49,0,3,317,26,11,41,43,26,16,17,4,25,105,67,36,11,75
E01002778,Islington,E09000019,1949,542,46,2,6,226,15,30,43,49,107,12,22,4,30,501,75,44,27,168
E01002779,Islington,E09000019,1755,841,58,1,8,337,38,20,25,44,36,25,43,13,27,76,61,15,17,70
E01002780,Islington,E09000019,1701,850,73,2,4,250,30,14,34,68,49,16,24,11,25,70,70,36,9,66
E01002781,Islington,E09000019,1741,678,60,0,5,309,21,13,35,74,52,15,12,1,39,187,57,26,38,119
E01002782,Islington,E09000019,1424,393,23,6,0,219,24,18,26,51,45,9,7,5,35,273,71,63,27,129
E01002783,Islington,E09000019,1702,661,49,1,7,295,22,18,84,40,26,22,30,2,44,161,72,38,28,102
E01002784,Islington,E09000019,1763,675,34,0,18,279,34,20,32,47,53,29,22,8,30,190,89,26,36,141
E01002785,Islington,E09000019,1861,922,62,0,7,385,57,9,29,76,9,38,24,3,28,56,57,18,10,71
E01002786,Islington,E09000019,1940,649,64,6,14,358,34,28,51,50,60,25,28,14,41,228,86,35,34,135
E01002787,Islington,E09000019,1473,462,46,1,22,287,31,17,34,77,50,27,31,2,21,119,54,34,25,133
E01002788,Islington,E09000019,1819,877,60,0,9,393,40,5,40,82,1,30,31,4,28,56,38,17,19,89
E01002789,Islington,E09000019,1848,1014,73,0,3,359,31,13,37,54,7,15,30,9,34,51,36,10,12,60
E01002790,Islington,E09000019,1413,621,43,0,1,169,20,10,66,35,14,35,31,10,34,118,81,43,15,67
E01002791,Islington,E09000019,1865,848,66,0,4,448,40,11,26,60,61,38,33,2,33,62,23,20,24,66
E01002792,Islington,E09000019,1852,953,59,0,13,395,51,9,29,56,7,31,17,4,27,38,56,18,19,70
E01002793,Islington,E09000019,1849,768,62,2,9,375,33,17,47,36,62,22,30,5,34,90,64,21,31,141
E01002794,Islington,E09000019,2035,881,67,0,2,481,31,10,23,43,40,64,46,8,48,98,48,20,19,106
E01002795,Islington,E09000019,1930,761,42,0,11,367,44,23,30,61,80,49,47,4,47,140,67,23,26,108
E01002796,Islington,E09000019,1110,565,36,0,9,163,27,9,26,41,35,16,16,6,5,71,22,19,8,36
E01002797,Islington,E09000019,1827,746,53,4,3,393,27,19,39,59,35,26,30,1,35,142,65,28,26,96
E01002798,Islington,E09000019,1974,1065,73,0,4,412,56,22,16,25,14,30,41,5,23,65,30,12,15,66
E01002799,Islington,E09000019,1913,710,48,0,17,428,19,18,37,63,80,34,23,2,51,213,55,25,14,76
E01002800,Islington,E09000019,1764,549,33,0,4,436,40,45,37,44,90,53,31,2,26,165,53,21,23,112
E01002801,Islington,E09000019,1455,765,56,0,5,308,27,5,22,30,16,33,18,6,22,45,21,18,7,51
E01002802,Islington,E09000019,1850,848,52,0,4,365,51,2,27,39,66,33,30,6,36,147,50,15,17,62
E01002804,Islington,E09000019,1544,552,57,0,4,203,27,19,41,38,35,9,31,10,37,247,92,35,12,95
E01002805,Islington,E09000019,1432,619,71,0,9,286,27,13,39,33,26,22,16,5,32,64,66,11,20,73
E01002806,Islington,E09000019,1651,838,79,1,5,251,26,10,32,44,37,9,13,4,13,99,71,11,11,97
E01002807,Islington,E09000019,1703,545,68,0,15,318,28,19,40,41,38,17,33,10,45,201,96,35,34,120
E01002808,Islington,E09000019,1908,819,77,5,6,374,27,23,35,46,62,23,32,14,33,115,66,27,22,102
E01002809,Islington,E09000019,1693,595,55,3,4,311,34,10,27,55,241,24,29,6,21,105,58,16,30,69
E01002810,Islington,E09000019,1753,600,91,2,5,322,22,12,42,70,50,20,20,6,34,116,187,50,15,89
E01002811,Islington,E09000019,1743,608,54,3,13,294,22,14,58,48,28,13,19,5,29,228,110,50,32,115
E01033486,Islington,E09000019,1029,337,31,2,4,186,25,9,18,28,86,20,17,9,20,100,47,18,21,51
E01033487,Islington,E09000019,1196,361,28,0,9,333,28,11,8,36,18,44,85,5,70,67,26,6,12,49
E01033488,Islington,E09000019,1643,467,32,2,15,255,23,11,21,37,58,203,45,10,111,150,49,14,31,109
E01033489,Islington,E09000019,1455,434,31,0,13,466,29,15,12,26,12,129,77,18,38,41,21,8,27,58
E01033490,Islington,E09000019,1403,477,9,0,13,290,27,11,21,38,23,115,50,15,71,92,28,23,23,77
E01033491,Islington,E09000019,1936,776,65,0,11,439,47,21,34,51,21,61,22,18,41,111,66,23,14,115
E01033493,Islington,E09000019,1317,616,63,1,6,361,56,7,11,27,0,26,23,10,26,33,7,0,5,39
E01033494,Islington,E09000019,1540,802,67,0,6,287,31,6,29,31,30,21,29,5,25,46,48,14,4,59
E01035651,Islington,E09000019,1570,540,40,0,16,286,21,9,26,46,44,41,25,17,43,183,37,35,47,114
E01035652,Islington,E09000019,1278,473,46,0,11,323,28,12,25,44,3,29,40,2,39,56,39,9,13,86
E01035653,Islington,E09000019,1423,566,54,0,6,346,48,7,20,26,15,46,50,3,74,62,13,17,13,57
E01035654,Islington,E09000019,1164,461,47,1,9,167,25,17,39,44,26,9,13,12,37,117,48,15,26,51
E01035655,Islington,E09000019,1741,746,43,0,6,295,31,25,27,36,176,37,32,4,39,145,20,8,8,63
E01035656,Islington,E09000019,1482,514,24,0,7,344,25,16,42,76,21,74,73,9,62,72,27,14,17,65
E01002812,Kensington and Chelsea,E09000020,1501,337,13,0,11,560,34,12,12,33,6,90,39,18,99,24,2,2,53,156
E01002813,Kensington and Chelsea,E09000020,1482,573,120,0,14,447,43,5,4,21,6,42,37,16,49,17,9,1,34,44
E01002814,Kensington and Chelsea,E09000020,2218,413,30,0,7,501,39,30,13,44,22,82,89,34,181,140,40,18,311,224
E01002815,Kensington and Chelsea,E09000020,1168,273,9,0,12,343,29,6,12,31,6,40,31,34,87,25,15,4,60,151
E01002816,Kensington and Chelsea,E09000020,1052,307,12,0,5,380,26,8,0,30,0,45,30,16,41,18,9,4,57,64
E01002817,Kensington and Chelsea,E09000020,1345,494,23,0,13,414,25,44,8,33,6,44,31,14,46,17,4,1,67,61
E01002818,Kensington and Chelsea,E09000020,1392,386,11,0,17,504,68,9,2,13,8,30,42,33,108,15,4,2,87,53
E01002819,Kensington and Chelsea,E09000020,1091,341,25,0,19,383,41,8,4,23,1,29,26,7,64,14,14,0,57,35
E01002821,Kensington and Chelsea,E09000020,1075,386,19,0,11,351,18,1,5,20,3,52,42,9,36,23,4,1,49,45
E01002823,Kensington and Chelsea,E09000020,1219,483,7,1,6,270,18,21,23,27,20,15,34,9,51,68,25,6,58,77
E01002824,Kensington and Chelsea,E09000020,1238,451,23,0,10,403,31,7,27,35,0,30,23,8,25,32,4,2,88,39
E01002825,Kensington and Chelsea,E09000020,1784,471,24,0,6,651,50,17,10,41,5,38,62,9,74,120,7,39,65,95
E01002826,Kensington and Chelsea,E09000020,1257,473,7,0,2,422,44,5,21,32,4,35,36,8,66,8,0,4,49,41
E01002827,Kensington and Chelsea,E09000020,1716,707,24,0,13,576,53,6,23,34,3,60,64,3,69,12,5,3,22,39
E01002828,Kensington and Chelsea,E09000020,1189,457,17,0,3,358,37,7,12,39,5,37,13,10,48,33,18,5,44,46
E01002829,Kensington and Chelsea,E09000020,1394,484,31,1,7,332,27,18,71,61,6,15,13,7,25,113,77,16,42,48
E01002830,Kensington and Chelsea,E09000020,1718,478,32,0,10,319,15,15,37,35,8,14,20,41,281,121,92,32,53,115
E01002831,Kensington and Chelsea,E09000020,1722,548,35,0,8,352,39,28,25,54,13,16,21,7,72,117,96,29,143,119
E01002832,Kensington and Chelsea,E09000020,1627,486,41,0,8,320,42,21,42,40,14,17,20,1,125,125,59,29,65,172
E01002833,Kensington and Chelsea,E09000020,1215,469,40,2,5,367,29,11,20,28,9,12,26,5,51,82,8,5,19,27
E01002834,Kensington and Chelsea,E09000020,1243,310,19,0,18,535,42,9,20,27,2,58,50,15,59,9,6,1,29,34
E01002835,Kensington and Chelsea,E09000020,1413,376,15,0,13,537,36,9,11,28,0,112,57,11,47,23,9,5,66,58
E01002836,Kensington and Chelsea,E09000020,1311,445,18,0,22,521,25,8,1,22,1,35,45,12,47,28,5,1,19,56
E01002837,Kensington and Chelsea,E09000020,1042,328,19,0,6,458,30,4,4,27,1,27,38,2,30,3,0,1,35,29
E01002839,Kensington and Chelsea,E09000020,1537,345,29,0,17,479,29,11,16,58,5,75,31,1,64,185,12,8,77,95
E01002840,Kensington and Chelsea,E09000020,1051,344,11,0,0,154,22,15,13,31,14,10,20,8,91,120,10,13,82,93
E01002841,Kensington and Chelsea,E09000020,1203,503,28,0,6,295,20,12,30,40,9,10,32,16,38,30,30,9,43,52
E01002842,Kensington and Chelsea,E09000020,1010,213,19,0,1,150,12,6,12,50,81,23,20,6,78,127,19,18,71,104
E01002843,Kensington and Chelsea,E09000020,1291,393,23,1,8,222,21,13,22,29,59,17,14,13,89,128,44,28,88,79
E01002844,Kensington and Chelsea,E09000020,1139,616,38,0,7,279,24,2,7,16,0,18,15,9,25,26,1,2,26,28
E01002845,Kensington and Chelsea,E09000020,1165,498,23,0,7,311,29,11,12,23,2,24,35,10,48,53,7,9,29,34
E01002846,Kensington and Chelsea,E09000020,1295,354,33,0,10,477,19,10,4,36,1,47,23,16,90,40,14,9,29,83
E01002847,Kensington and Chelsea,E09000020,1404,344,16,1,23,474,32,10,8,37,3,77,47,33,87,52,16,3,59,82
E01002848,Kensington and Chelsea,E09000020,1252,323,32,0,22,424,29,13,11,34,5,35,26,11,66,50,22,9,53,87
E01002849,Kensington and Chelsea,E09000020,1529,461,23,0,17,609,38,11,5,22,1,75,36,24,64,30,11,1,58,43
E01002850,Kensington and Chelsea,E09000020,1397,355,17,0,18,438,27,13,12,18,3,168,51,18,65,39,17,6,75,57
E01002851,Kensington and Chelsea,E09000020,1337,264,36,0,7,366,22,12,26,32,20,67,41,21,122,90,39,4,72,96
E01002852,Kensington and Chelsea,E09000020,2210,443,40,0,9,337,29,20,47,59,38,112,32,24,134,302,174,43,151,216
E01002853,Kensington and Chelsea,E09000020,1426,306,32,0,3,274,190,13,23,38,36,24,30,9,22,111,63,20,102,130
E01002854,Kensington and Chelsea,E09000020,1101,340,21,0,0,127,12,16,21,40,8,7,12,13,57,148,51,21,85,122
E01002855,Kensington and Chelsea,E09000020,1593,343,24,1,9,258,15,34,38,53,27,6,17,5,50,188,115,61,212,137
E01002856,Kensington and Chelsea,E09000020,1434,470,36,0,2,287,30,35,53,38,33,16,18,5,43,141,82,17,42,86
E01002857,Kensington and Chelsea,E09000020,1377,249,30,1,13,306,20,25,22,45,53,6,16,7,89,182,77,30,92,114
E01002858,Kensington and Chelsea,E09000020,1327,334,21,1,6,234,11,9,14,42,240,41,38,12,45,104,10,5,109,51
E01002859,Kensington and Chelsea,E09000020,1250,408,16,0,23,508,29,3,2,21,6,22,32,13,55,9,5,2,54,42
E01002860,Kensington and Chelsea,E09000020,1142,499,28,0,6,394,37,4,3,17,1,27,20,15,30,12,3,3,24,19
E01002861,Kensington and Chelsea,E09000020,1258,432,16,1,9,456,24,9,13,22,1,27,16,19,44,17,43,3,24,82
E01002862,Kensington and Chelsea,E09000020,1089,352,26,0,14,254,26,19,10,25,2,49,32,9,68,61,18,8,46,70
E01002863,Kensington and Chelsea,E09000020,1116,353,17,0,9,463,24,5,0,38,1,25,19,5,49,14,2,2,51,39
E01002864,Kensington and Chelsea,E09000020,1475,372,7,0,9,531,45,6,5,24,5,19,57,16,88,11,0,1,116,163
E01002865,Kensington and Chelsea,E09000020,1448,479,16,0,10,535,18,21,5,17,0,33,44,6,81,24,7,3,96,53
E01002866,Kensington and Chelsea,E09000020,1829,462,39,0,13,426,37,22,19,35,0,17,43,14,239,253,23,12,76,99
E01002867,Kensington and Chelsea,E09000020,1675,415,32,0,28,438,32,6,16,65,39,68,20,35,113,72,14,13,122,147
E01002868,Kensington and Chelsea,E09000020,1357,425,34,0,9,465,36,2,2,26,23,34,53,76,52,13,1,4,37,65
E01002869,Kensington and Chelsea,E09000020,1738,514,24,0,18,454,42,14,14,43,4,36,41,7,247,84,25,6,88,77
E01002870,Kensington and Chelsea,E09000020,1588,434,32,5,4,296,16,30,43,51,13,5,13,8,49,269,75,38,66,141
E01002871,Kensington and Chelsea,E09000020,1466,732,22,0,2,387,39,5,8,24,2,23,26,8,97,9,5,9,17,51
E01002872,Kensington and Chelsea,E09000020,1352,594,28,0,3,236,19,8,34,42,16,11,17,3,51,100,43,18,58,71
E01002873,Kensington and Chelsea,E09000020,1362,540,28,1,11,331,30,10,22,48,1,7,7,11,43,28,133,5,58,48
E01002874,Kensington and Chelsea,E09000020,1134,513,28,0,8,266,25,13,13,30,2,2,12,5,39,55,38,4,28,53
E01002875,Kensington and Chelsea,E09000020,1264,578,36,0,2,364,30,6,8,26,1,23,32,4,67,23,7,1,7,49
E01002876,Kensington and Chelsea,E09000020,1834,732,42,4,6,360,18,21,29,41,0,4,21,4,40,41,358,12,28,73
E01002877,Kensington and Chelsea,E09000020,2187,530,34,46,7,249,28,22,26,57,39,12,27,23,397,245,74,38,154,179
E01002878,Kensington and Chelsea,E09000020,1459,567,38,1,7,314,26,29,24,36,9,14,12,13,53,109,61,23,49,74
E01002879,Kensington and Chelsea,E09000020,1948,338,13,0,7,361,100,20,24,104,290,10,19,41,89,174,94,22,86,156
E01002880,Kensington and Chelsea,E09000020,1143,192,12,2,3,162,7,4,17,39,13,10,8,17,87,234,102,33,92,109
E01002881,Kensington and Chelsea,E09000020,1361,461,16,0,11,185,20,14,26,45,43,4,17,5,123,114,67,13,79,118
E01002882,Kensington and Chelsea,E09000020,1047,419,26,0,2,301,15,13,13,28,0,22,18,10,52,33,28,10,21,36
E01002883,Kensington and Chelsea,E09000020,1472,643,17,0,15,408,31,15,11,39,1,44,45,4,58,26,6,4,39,66
E01002884,Kensington and Chelsea,E09000020,1389,398,21,0,10,466,27,23,21,27,3,79,40,17,81,42,25,9,37,63
E01002885,Kensington and Chelsea,E09000020,1316,434,23,0,6,497,31,7,8,44,6,40,38,3,38,19,17,11,41,53
E01002886,Kensington and Chelsea,E09000020,1321,505,20,0,1,406,35,4,7,42,6,24,32,3,60,25,11,7,35,98
E01002887,Kensington and Chelsea,E09000020,1047,251,19,1,9,400,11,5,15,29,2,72,58,14,37,10,2,2,71,39
E01002888,Kensington and Chelsea,E09000020,1555,341,16,0,11,508,42,11,14,32,0,279,54,18,80,23,8,6,51,61
E01002889,Kensington and Chelsea,E09000020,1553,307,19,0,18,789,18,6,4,15,0,36,39,22,72,16,12,5,43,132
E01002890,Kensington and Chelsea,E09000020,1402,539,21,0,11,474,35,1,5,24,2,48,39,8,75,10,4,4,58,44
E01002891,Kensington and Chelsea,E09000020,1178,372,9,0,8,393,18,5,1,19,2,68,48,24,73,10,3,1,74,50
E01002892,Kensington and Chelsea,E09000020,1284,365,25,0,3,442,28,1,12,31,11,97,55,38,38,14,2,3,62,57
E01002893,Kensington and Chelsea,E09000020,1582,514,29,1,13,523,34,69,13,29,8,30,43,17,59,32,20,14,53,81
E01002894,Kensington and Chelsea,E09000020,1323,353,25,0,13,494,26,2,12,32,4,82,99,5,45,39,16,8,19,49
E01002896,Kensington and Chelsea,E09000020,1584,540,73,0,23,597,25,2,7,98,0,30,20,7,42,12,0,0,33,75
E01002897,Kensington and Chelsea,E09000020,1491,503,37,0,16,655,25,5,13,20,12,29,21,5,37,25,4,10,43,31
E01002898,Kensington and Chelsea,E09000020,1665,421,34,0,13,927,29,2,9,34,2,31,32,3,35,5,5,0,33,50
E01002899,Kensington and Chelsea,E09000020,1232,523,30,1,9,290,25,9,17,24,8,22,19,6,31,80,23,8,60,47
E01002900,Kensington and Chelsea,E09000020,1692,861,60,0,45,404,21,4,0,25,3,55,25,3,32,50,30,3,24,47
E01002901,Kensington and Chelsea,E09000020,1042,639,31,0,9,242,8,4,3,8,0,17,9,4,24,6,11,1,10,16
E01002902,Kensington and Chelsea,E09000020,1224,440,39,0,10,400,23,9,19,21,3,23,37,2,43,27,1,5,66,56
E01002903,Kensington and Chelsea,E09000020,1269,671,19,0,2,392,13,4,7,22,1,16,20,10,44,13,1,1,10,23
E01002904,Kensington and Chelsea,E09000020,1294,380,18,0,7,127,10,13,33,36,21,3,10,4,56,206,96,31,123,120
E01002905,Kensington and Chelsea,E09000020,1674,465,42,0,3,454,16,11,48,28,12,9,13,7,88,130,82,22,125,119
E01002906,Kensington and Chelsea,E09000020,1756,665,63,0,9,294,21,23,54,52,11,19,22,4,49,172,71,23,91,113
E01002907,Kensington and Chelsea,E09000020,1282,451,22,6,1,171,11,16,36,33,27,4,14,11,66,187,47,16,80,83
E01002908,Kensington and Chelsea,E09000020,1396,583,38,1,9,299,26,15,40,37,3,13,4,7,43,67,52,27,49,83
E01002909,Kensington and Chelsea,E09000020,2133,998,59,3,5,363,28,36,76,51,9,15,17,11,59,121,79,35,59,109
E01002910,Kensington and Chelsea,E09000020,1360,560,41,0,6,418,24,5,7,18,2,31,29,4,50,43,7,8,52,55
E01002911,Kensington and Chelsea,E09000020,1283,621,18,0,17,427,14,8,3,20,2,23,39,1,26,2,3,3,26,30
E01002912,Kensington and Chelsea,E09000020,1483,612,34,0,11,411,25,12,11,28,4,34,33,11,112,40,11,5,43,46
E01002913,Kensington and Chelsea,E09000020,1766,595,32,0,11,512,37,12,10,55,2,37,56,8,91,100,12,9,83,104
E01002914,Kensington and Chelsea,E09000020,1202,521,30,0,16,394,31,8,5,10,9,10,29,0,43,11,6,6,37,36
E01035713,Kensington and Chelsea,E09000020,1994,687,41,0,17,741,46,15,5,39,7,99,69,21,80,19,4,3,47,54
E01035714,Kensington and Chelsea,E09000020,2058,802,49,0,33,714,63,17,7,23,2,73,57,17,44,24,8,0,76,49
E01002915,Kingston upon Thames,E09000021,1393,649,20,1,0,118,26,6,10,16,19,21,75,147,126,30,17,1,49,62
E01002916,Kingston upon Thames,E09000021,1472,808,55,0,4,125,42,8,26,29,3,36,107,55,76,17,3,4,11,63
E01002917,Kingston upon Thames,E09000021,1428,881,33,0,5,126,27,2,10,14,4,31,79,15,120,3,4,0,24,50
E01002918,Kingston upon Thames,E09000021,1791,874,18,1,4,179,22,9,23,22,13,36,92,45,250,50,12,9,33,99
E01002919,Kingston upon Thames,E09000021,1986,685,8,0,1,251,32,22,23,37,35,29,154,137,266,106,21,6,43,130
E01002920,Kingston upon Thames,E09000021,1591,1069,33,0,1,133,50,10,9,13,2,17,95,10,86,10,4,1,8,40
E01002921,Kingston upon Thames,E09000021,1722,855,25,0,12,401,31,16,16,27,12,34,72,18,76,24,25,5,27,46
E01002922,Kingston upon Thames,E09000021,1641,1136,35,0,5,172,37,3,8,17,7,30,67,13,39,14,12,0,22,24
E01002923,Kingston upon Thames,E09000021,1669,954,31,0,7,216,19,14,27,29,14,11,59,50,100,47,15,12,17,47
E01002924,Kingston upon Thames,E09000021,1550,1143,21,1,0,125,40,5,12,15,0,25,79,8,23,7,14,1,2,29
E01002925,Kingston upon Thames,E09000021,1568,1055,30,0,5,205,35,14,9,18,1,17,38,26,52,25,4,6,11,17
E01002926,Kingston upon Thames,E09000021,1599,1039,34,0,1,167,62,7,13,21,5,15,52,31,70,20,9,3,27,23
E01002927,Kingston upon Thames,E09000021,1682,824,26,1,9,206,36,11,18,29,5,35,77,51,216,23,12,3,30,70
E01002928,Kingston upon Thames,E09000021,1943,894,27,2,3,300,40,10,16,40,11,41,74,46,253,28,12,8,28,110
E01002929,Kingston upon Thames,E09000021,1700,1032,15,1,0,152,45,1,9,42,1,40,50,28,168,10,8,1,39,58
E01002930,Kingston upon Thames,E09000021,1961,822,27,2,9,277,68,16,16,24,17,86,91,64,272,60,9,4,30,67
E01002931,Kingston upon Thames,E09000021,2019,1054,48,0,13,231,75,18,15,35,2,78,66,41,229,10,7,2,38,57
E01002932,Kingston upon Thames,E09000021,2046,817,23,0,0,222,32,31,37,47,32,45,76,66,279,95,36,22,74,112
E01002933,Kingston upon Thames,E09000021,2041,1294,23,0,3,239,40,19,15,35,20,31,56,44,94,43,7,13,23,42
E01002934,Kingston upon Thames,E09000021,1894,1218,21,0,0,224,44,8,12,34,1,77,65,19,62,22,19,8,11,49
E01002935,Kingston upon Thames,E09000021,1902,885,33,0,7,380,43,9,17,39,7,36,86,40,186,36,16,8,25,49
E01002937,Kingston upon Thames,E09000021,1822,1198,36,0,2,267,70,7,14,37,6,43,40,8,43,6,0,1,17,27
E01002938,Kingston upon Thames,E09000021,1996,1358,25,0,7,220,61,6,17,49,2,55,62,8,61,9,7,1,13,35
E01002939,Kingston upon Thames,E09000021,1648,1059,20,3,4,174,30,13,25,16,0,13,35,50,88,34,11,1,13,59
E01002940,Kingston upon Thames,E09000021,1670,1166,16,1,5,130,23,8,12,21,15,13,50,23,84,17,12,5,18,51
E01002941,Kingston upon Thames,E09000021,1650,1093,26,1,2,177,18,10,26,24,17,20,48,34,59,25,3,4,18,45
E01002942,Kingston upon Thames,E09000021,1403,1081,12,0,0,87,16,13,12,16,9,28,29,8,37,23,5,2,11,14
E01002943,Kingston upon Thames,E09000021,1481,1012,27,0,1,142,27,16,19,12,0,12,19,31,43,33,12,3,11,61
E01002944,Kingston upon Thames,E09000021,1330,935,22,0,2,114,24,10,23,22,8,11,24,4,50,30,4,7,12,28
E01002945,Kingston upon Thames,E09000021,1569,1130,15,0,9,151,15,16,12,11,8,7,34,17,91,16,13,2,5,17
E01002946,Kingston upon Thames,E09000021,1508,1138,36,0,3,106,22,1,23,19,0,7,48,24,35,11,5,2,5,23
E01002947,Kingston upon Thames,E09000021,1652,1197,14,1,6,146,27,12,14,20,2,17,37,6,76,28,7,1,7,34
E01002948,Kingston upon Thames,E09000021,2206,1459,24,4,6,177,31,9,31,32,12,15,87,37,111,35,16,3,43,74
E01002949,Kingston upon Thames,E09000021,1846,1285,13,1,6,128,29,9,20,28,6,26,56,45,79,13,5,14,30,53
E01002950,Kingston upon Thames,E09000021,1659,1157,23,1,2,164,23,19,10,18,8,11,32,30,52,37,7,6,18,41
E01002951,Kingston upon Thames,E09000021,1491,728,10,0,1,266,37,8,7,22,0,48,61,25,118,16,4,0,74,66
E01002952,Kingston upon Thames,E09000021,1392,561,28,0,1,228,37,7,0,22,1,70,129,30,101,15,4,0,102,56
E01002953,Kingston upon Thames,E09000021,1331,519,11,0,0,172,32,4,12,25,6,46,139,80,125,43,11,4,36,66
E01002954,Kingston upon Thames,E09000021,1378,501,25,0,3,176,30,18,17,30,12,23,58,55,229,40,17,2,67,75
E01002955,Kingston upon Thames,E09000021,1497,561,19,0,8,213,28,13,22,22,4,39,85,73,65,42,16,1,190,96
E01002956,Kingston upon Thames,E09000021,1401,542,35,0,5,190,14,14,7,29,9,49,67,61,80,38,15,2,152,92
E01002957,Kingston upon Thames,E09000021,1584,582,8,0,10,197,29,13,29,34,23,23,79,48,210,92,22,23,81,81
E01002958,Kingston upon Thames,E09000021,1735,1086,39,0,1,192,61,11,14,32,0,53,53,27,96,16,3,2,24,25
E01002959,Kingston upon Thames,E09000021,1392,609,21,0,0,132,37,4,8,21,9,31,168,48,168,22,3,0,53,58
E01002960,Kingston upon Thames,E09000021,1591,638,20,0,0,206,49,9,17,24,15,50,177,44,203,27,14,3,31,64
E01002961,Kingston upon Thames,E09000021,1748,838,38,0,2,183,54,4,5,39,18,68,84,71,205,8,8,4,48,71
E01002962,Kingston upon Thames,E09000021,1610,661,18,0,0,203,21,4,17,24,22,49,129,55,224,26,5,4,59,89
E01002963,Kingston upon Thames,E09000021,1837,761,34,0,4,305,33,14,14,29,0,51,68,41,352,28,15,3,21,64
E01002964,Kingston upon Thames,E09000021,2516,1275,49,2,15,415,42,14,34,45,3,95,87,32,119,91,28,13,63,94
E01002965,Kingston upon Thames,E09000021,2518,1232,35,0,17,464,61,17,24,58,14,64,123,21,123,44,16,4,95,106
E01002966,Kingston upon Thames,E09000021,1969,1296,33,0,6,265,43,16,35,40,10,18,45,19,41,24,14,11,12,41
E01002967,Kingston upon Thames,E09000021,1855,1032,43,0,3,302,50,14,31,25,4,33,68,36,86,17,9,2,29,71
E01002968,Kingston upon Thames,E09000021,2903,1291,40,1,15,588,61,17,18,63,18,164,122,51,153,60,24,12,72,133
E01002969,Kingston upon Thames,E09000021,1893,671,12,5,7,158,37,12,35,37,34,57,85,101,238,136,42,31,58,137
E01002970,Kingston upon Thames,E09000021,1814,781,21,4,10,316,32,21,21,21,31,42,63,43,183,49,10,8,51,107
E01002971,Kingston upon Thames,E09000021,1802,1008,20,0,2,301,35,23,14,31,6,41,51,17,101,38,29,8,26,51
E01002972,Kingston upon Thames,E09000021,2045,913,30,0,14,389,35,32,30,44,9,49,81,46,158,45,18,9,40,103
E01002973,Kingston upon Thames,E09000021,1577,664,15,4,6,216,14,25,15,11,23,47,51,52,202,58,9,8,85,72
E01002974,Kingston upon Thames,E09000021,2063,1068,34,1,5,276,41,22,26,40,23,23,74,57,150,81,11,10,37,84
E01002975,Kingston upon Thames,E09000021,1486,523,29,0,0,140,31,5,3,27,10,38,126,127,256,32,9,4,66,60
E01002976,Kingston upon Thames,E09000021,1709,1054,33,1,0,156,22,8,12,25,11,31,79,62,110,39,12,2,16,36
E01002977,Kingston upon Thames,E09000021,1695,846,18,0,2,161,19,16,21,15,24,28,66,89,180,42,6,4,85,73
E01002978,Kingston upon Thames,E09000021,1852,985,42,1,0,144,53,9,9,36,17,37,151,70,141,16,3,3,93,42
E01002979,Kingston upon Thames,E09000021,1538,923,37,1,0,115,22,12,15,9,8,26,74,73,78,22,13,4,24,82
E01002980,Kingston upon Thames,E09000021,1408,628,27,0,0,101,23,3,10,17,2,25,107,81,231,15,12,4,53,69
E01002981,Kingston upon Thames,E09000021,1603,608,30,0,0,109,32,15,6,20,4,37,135,165,256,30,5,10,48,93
E01002982,Kingston upon Thames,E09000021,1484,644,17,3,0,132,22,13,7,27,2,35,82,105,262,12,9,3,49,60
E01002983,Kingston upon Thames,E09000021,1665,811,28,0,0,127,51,4,18,49,10,27,89,105,220,9,5,3,44,65
E01002984,Kingston upon Thames,E09000021,1429,597,14,1,5,186,28,10,8,23,25,31,45,39,258,24,8,2,50,75
E01002985,Kingston upon Thames,E09000021,1729,526,22,3,8,174,25,6,17,37,12,81,74,101,466,25,13,5,39,95
E01002986,Kingston upon Thames,E09000021,1372,645,19,0,0,144,21,4,5,18,1,21,77,94,185,8,10,6,34,80
E01002987,Kingston upon Thames,E09000021,1895,940,28,1,16,448,33,16,27,39,2,54,56,22,90,35,10,3,20,55
E01002988,Kingston upon Thames,E09000021,1682,956,32,0,3,200,48,13,16,23,8,61,106,30,63,38,19,8,6,52
E01002989,Kingston upon Thames,E09000021,1903,1237,34,1,1,258,54,6,11,28,2,51,51,13,77,10,5,4,23,37
