LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01000228,Barnet,E09000003,1435,562,17,0,0,168,16,12,10,19,1,53,150,65,129,88,11,7,33,94
E01000229,Barnet,E09000003,1669,606,20,0,11,307,11,29,12,31,13,22,96,33,119,168,39,17,22,113
E01000230,Barnet,E09000003,1967,1025,19,0,0,277,13,1,6,23,14,38,158,37,68,48,3,3,24,210
E01000231,Barnet,E09000003,1781,414,24,0,1,252,40,21,27,48,28,61,255,82,154,184,30,26,22,112
E01000232,Barnet,E09000003,1879,682,26,0,10,305,24,7,12,23,44,35,273,30,80,87,46,15,37,143
E01000233,Barnet,E09000003,1939,704,25,0,10,364,24,20,15,23,12,75,201,85,105,96,28,11,20,121
E01000234,Barnet,E09000003,1786,782,44,1,6,330,19,27,16,36,4,5,129,29,79,82,18,10,18,151
E01000235,Barnet,E09000003,1867,549,33,4,4,339,30,44,19,39,10,106,74,34,142,220,36,35,28,121
E01000236,Barnet,E09000003,1942,991,39,0,6,462,5,10,1,17,2,11,35,1,61,54,10,6,10,221
E01000237,Barnet,E09000003,2106,678,23,0,12,729,18,3,4,21,3,29,69,16,111,65,14,7,47,257
E01000238,Barnet,E09000003,2095,954,8,0,10,479,17,13,15,28,3,22,83,6,54,72,9,4,33,285
E01000239,Barnet,E09000003,2059,470,33,0,6,532,27,40,9,32,24,64,101,42,180,186,20,25,67,201
E01000240,Barnet,E09000003,1732,458,17,0,11,439,28,17,26,33,13,36,196,75,92,100,21,15,32,123
E01000241,Barnet,E09000003,1785,645,14,0,17,433,14,5,8,20,2,33,140,31,70,60,18,7,4,264
E01000242,Barnet,E09000003,1605,759,14,0,2,281,7,7,11,33,0,4,86,30,33,95,16,12,23,192
E01000243,Barnet,E09000003,2160,669,27,0,26,732,26,15,11,45,1,30,79,9,109,107,11,10,35,218
E01000244,Barnet,E09000003,1643,409,39,0,14,452,18,26,10,28,10,51,153,30,123,98,33,16,40,93
E01000245,Barnet,E09000003,2062,518,26,0,24,526,25,18,22,37,13,35,107,9,145,178,54,30,39,256
E01000246,Barnet,E09000003,1519,916,40,0,0,194,39,10,15,34,2,22,78,8,51,23,9,3,21,54
E01000247,Barnet,E09000003,1697,986,68,0,0,214,39,11,20,34,2,19,85,12,56,42,21,5,6,77
E01000248,Barnet,E09000003,1704,1126,71,0,1,203,39,13,12,17,6,22,41,5,58,33,10,7,2,38
E01000249,Barnet,E09000003,1614,1054,51,0,0,147,32,4,4,19,2,50,106,3,49,37,5,3,5,43
E01000250,Barnet,E09000003,2614,1262,67,0,8,394,48,28,19,51,4,41,108,21,118,211,20,20,11,183
E01000251,Barnet,E09000003,2278,958,65,0,5,324,31,25,64,57,4,36,117,12,118,323,28,14,5,92
E01000252,Barnet,E09000003,1715,893,34,1,12,342,30,5,12,17,6,29,68,19,59,54,23,10,18,83
E01000253,Barnet,E09000003,1988,1025,146,0,3,189,26,6,11,40,8,28,206,40,40,76,13,10,17,104
E01000254,Barnet,E09000003,1604,1109,40,0,0,153,36,18,9,31,10,21,53,7,32,27,7,2,6,43
E01000255,Barnet,E09000003,1696,669,18,0,4,182,25,27,12,29,14,41,101,33,109,176,33,27,44,152
E01000256,Barnet,E09000003,1934,753,42,0,6,345,30,7,7,20,12,45,102,38,105,103,126,36,20,137
E01000257,Barnet,E09000003,2090,686,18,0,1,349,39,25,41,44,17,74,131,12,158,197,42,16,48,192
E01000258,Barnet,E09000003,1895,955,60,0,2,254,28,45,7,33,1,49,89,30,104,79,11,6,14,128
E01000259,Barnet,E09000003,2648,785,45,0,13,431,54,12,25,64,34,62,307,108,207,157,44,11,48,241
E01000260,Barnet,E09000003,2169,634,31,0,9,398,28,18,15,34,18,40,205,60,159,214,63,22,29,192
E01000261,Barnet,E09000003,1766,969,39,0,0,227,43,9,9,19,1,100,59,26,55,53,7,3,10,137
E01000263,Barnet,E09000003,1530,936,41,0,0,172,12,2,8,9,2,18,121,27,27,17,10,3,5,120
E01000264,Barnet,E09000003,1820,647,10,8,12,326,30,32,13,46,17,35,160,42,120,125,17,12,39,129
E01000265,Barnet,E09000003,1918,716,67,0,2,474,24,16,18,51,6,26,109,27,114,94,20,7,19,128
E01000266,Barnet,E09000003,1435,715,57,0,0,211,30,9,4,24,7,18,147,28,44,17,11,3,1,109
E01000267,Barnet,E09000003,1523,679,69,0,2,267,23,15,7,20,7,10,160,42,87,44,8,6,8,69
E01000268,Barnet,E09000003,2072,756,45,0,2,392,23,32,22,45,19,39,136,19,122,161,49,29,25,156
E01000269,Barnet,E09000003,1385,750,60,0,4,162,28,1,5,13,9,21,111,18,65,46,12,5,9,66
E01000270,Barnet,E09000003,1546,754,45,0,5,178,31,19,25,46,14,27,113,18,61,60,18,11,18,103
E01000271,Barnet,E09000003,1633,739,46,0,1,296,36,19,12,38,11,37,138,6,60,45,12,3,8,126
E01000272,Barnet,E09000003,1425,678,53,0,0,193,17,1,4,30,16,31,182,19,58,22,10,7,6,98
E01000273,Barnet,E09000003,1671,660,41,0,14,268,36,19,20,33,14,26,146,15,105,61,20,16,28,149
E01000274,Barnet,E09000003,1941,825,67,2,2,320,25,12,13,53,54,32,154,21,82,112,37,16,14,100
E01000275,Barnet,E09000003,1742,612,34,0,2,309,23,5,5,36,7,61,225,17,156,62,14,7,16,151
E01000276,Barnet,E09000003,1533,562,31,0,4,248,33,9,5,29,4,34,204,27,136,29,8,3,13,154
E01000277,Barnet,E09000003,1652,445,33,0,14,336,27,17,7,39,0,56,177,43,139,112,21,17,28,141
E01000278,Barnet,E09000003,1477,517,18,0,1,197,44,0,4,32,0,45,267,32,184,34,0,0,2,100
E01000279,Barnet,E09000003,1370,806,12,0,3,191,24,9,6,13,2,35,116,6,34,28,2,1,3,79
E01000280,Barnet,E09000003,1340,666,26,0,0,172,33,2,7,28,20,24,151,10,85,31,5,0,7,73
E01000281,Barnet,E09000003,1785,667,49,0,2,318,39,14,36,29,10,119,143,10,92,75,5,10,21,146
E01000282,Barnet,E09000003,1807,779,72,0,11,276,50,26,4,34,15,62,187,22,116,35,7,1,4,106
E01000283,Barnet,E09000003,1374,649,27,0,0,206,19,6,6,11,17,42,162,35,65,19,10,2,4,94
E01000284,Barnet,E09000003,1811,592,45,0,12,434,25,6,15,54,7,27,120,41,140,48,15,14,19,197
E01000285,Barnet,E09000003,1511,726,44,1,4,131,22,18,29,33,23,25,143,17,89,88,23,27,8,60
E01000286,Barnet,E09000003,1710,831,42,0,5,204,24,12,21,21,9,17,157,18,95,113,24,14,10,93
E01000287,Barnet,E09000003,1634,851,36,0,6,170,42,21,30,26,7,23,81,19,71,99,13,38,8,93
E01000288,Barnet,E09000003,1546,695,62,0,1,210,39,14,11,41,16,27,116,25,102,68,19,4,31,65
E01000289,Barnet,E09000003,1579,626,36,0,15,163,23,27,28,23,16,32,54,21,98,231,25,38,21,102
E01000290,Barnet,E09000003,1616,857,34,0,0,191,28,18,13,28,16,48,133,33,73,52,13,10,6,63
E01000291,Barnet,E09000003,1565,658,39,0,5,197,18,23,25,25,21,46,94,14,61,174,24,40,12,89
E01000292,Barnet,E09000003,1537,851,43,0,2,204,25,18,16,28,3,26,114,18,44,48,10,5,21,61
E01000293,Barnet,E09000003,1763,868,77,0,9,248,52,12,11,39,19,55,135,27,57,48,21,9,6,70
E01000294,Barnet,E09000003,1813,916,54,0,5,242,20,17,59,36,17,48,96,15,106,55,26,4,13,84
E01000295,Barnet,E09000003,1621,550,52,0,10,347,43,11,5,31,31,63,189,20,111,23,10,7,13,105
E01000296,Barnet,E09000003,1784,534,19,1,9,561,51,11,8,36,10,35,121,25,109,69,12,4,17,152
E01000297,Barnet,E09000003,1418,393,31,0,3,357,17,12,25,29,14,19,266,27,45,49,23,6,18,84
E01000298,Barnet,E09000003,1713,590,33,1,8,403,39,5,10,22,10,40,195,18,120,46,9,9,17,138
E01000299,Barnet,E09000003,2220,495,81,0,11,467,45,19,8,28,18,47,235,27,292,96,44,5,29,273
E01000300,Barnet,E09000003,1667,638,44,7,0,306,45,6,10,25,2,67,197,22,113,27,20,11,9,118
E01000301,Barnet,E09000003,1500,514,20,0,1,246,48,19,5,29,0,54,245,9,154,33,17,1,0,105
E01000302,Barnet,E09000003,1792,558,20,0,11,385,38,13,7,36,6,49,177,27,156,49,30,15,25,190
E01000303,Barnet,E09000003,1497,487,2,0,6,291,31,9,6,31,0,59,186,23,139,31,5,7,9,175
E01000304,Barnet,E09000003,1558,532,38,4,5,363,32,13,13,42,12,37,143,17,91,65,18,7,20,106
E01000305,Barnet,E09000003,1631,279,44,0,11,420,32,15,14,22,25,27,192,86,155,100,34,19,53,103
E01000306,Barnet,E09000003,1975,227,26,0,9,741,15,12,8,28,4,29,458,44,141,60,18,6,27,122
E01000307,Barnet,E09000003,1655,325,27,0,7,313,20,14,11,32,20,51,249,37,165,111,25,10,107,131
E01000308,Barnet,E09000003,2112,499,52,0,1,398,40,28,34,42,12,64,199,48,180,197,37,34,133,114
E01000309,Barnet,E09000003,2052,401,14,0,11,511,15,13,11,31,15,96,184,66,164,117,33,13,55,302
E01000310,Barnet,E09000003,2192,487,20,0,29,547,34,17,23,33,7,63,278,81,188,104,18,11,75,177
E01000311,Barnet,E09000003,1767,1027,9,0,6,370,7,4,1,14,8,7,41,7,48,48,3,3,12,152
E01000312,Barnet,E09000003,1774,502,46,1,8,351,22,32,13,33,27,89,177,47,123,121,32,18,57,75
E01000313,Barnet,E09000003,1897,308,32,0,11,494,6,19,12,22,15,48,270,78,200,126,42,26,59,129
E01000314,Barnet,E09000003,2168,426,7,0,15,695,22,36,15,46,17,97,287,40,136,124,15,9,17,164
E01000315,Barnet,E09000003,1705,603,43,0,6,186,30,19,29,30,21,30,194,14,103,183,45,21,35,113
E01000316,Barnet,E09000003,2283,618,51,0,2,497,33,6,36,42,23,21,315,74,143,117,44,23,45,193
E01000317,Barnet,E09000003,1583,536,44,1,0,317,44,14,8,33,7,45,176,33,115,43,14,8,13,132
E01000318,Barnet,E09000003,1922,515,42,4,2,302,66,9,7,30,5,46,392,58,92,60,17,5,148,122
E01000319,Barnet,E09000003,1402,577,36,0,3,262,48,13,10,24,8,34,167,15,38,41,8,7,13,98
E01000320,Barnet,E09000003,1935,747,62,0,5,379,50,21,13,29,8,62,184,12,107,67,22,10,22,135
E01000321,Barnet,E09000003,1956,736,41,2,9,534,36,39,5,21,8,68,136,11,141,34,7,1,18,109
E01000322,Barnet,E09000003,1861,689,47,1,1,459,51,12,23,44,11,56,91,40,100,46,30,15,41,104
E01000323,Barnet,E09000003,2360,642,54,0,6,556,69,25,28,51,23,41,186,42,313,89,29,16,24,166
E01000324,Barnet,E09000003,1824,698,57,9,1,359,42,8,14,29,16,27,173,26,130,59,32,2,11,131
E01033911,Barnet,E09000003,1878,737,40,0,2,277,32,22,16,40,17,85,192,48,75,87,29,12,30,137
E01033912,Barnet,E09000003,1707,487,12,0,1,297,46,27,16,33,13,128,133,35,142,150,13,11,48,115
E01033913,Barnet,E09000003,1530,303,20,0,10,302,16,63,14,22,12,35,75,32,177,220,33,27,74,95
E01033914,Barnet,E09000003,1813,375,31,0,16,315,17,55,31,27,22,58,120,25,273,210,32,37,54,115
E01033915,Barnet,E09000003,1486,272,7,0,2,197,13,23,23,59,20,82,64,27,152,195,36,32,60,222
E01033916,Barnet,E09000003,1784,257,14,0,14,564,15,26,9,37,10,136,79,37,158,186,21,17,62,142
E01033917,Barnet,E09000003,1511,246,9,0,9,324,19,35,11,30,13,120,115,22,178,180,21,14,48,117
E01033918,Barnet,E09000003,1546,252,14,0,9,328,25,26,14,28,10,127,170,55,129,181,30,9,42,97
E01033919,Barnet,E09000003,1316,181,9,0,7,275,20,24,10,44,9,168,120,32,136,100,20,3,38,120
E01033920,Barnet,E09000003,1521,231,18,0,6,395,14,12,5,31,8,186,189,43,159,76,4,5,33,106
E01033921,Barnet,E09000003,1657,223,21,0,14,305,18,29,17,42,28,135,165,35,194,191,29,32,70,109
E01033922,Barnet,E09000003,1710,218,6,2,3,386,32,4,12,52,29,146,184,30,272,112,23,15,65,119
E01033923,Barnet,E09000003,1556,202,19,0,3,279,21,15,15,17,24,77,126,125,216,157,21,25,95,119
E01033924,Barnet,E09000003,1537,249,22,0,4,208,20,15,22,37,27,28,111,96,287,169,30,26,43,143
E01033925,Barnet,E09000003,1729,284,28,3,1,405,19,21,18,41,23,41,196,81,223,134,26,23,61,101
E01000325,Bexley,E09000004,1647,1355,12,0,0,32,20,3,8,23,14,30,56,11,6,41,11,0,0,25
E01000326,Bexley,E09000004,1379,904,8,2,0,102,15,10,19,21,14,20,28,5,23,133,18,21,1,35
E01000327,Bexley,E09000004,1622,1187,16,0,3,75,13,14,14,13,12,17,142,9,26,28,7,5,0,41
E01000328,Bexley,E09000004,1635,1276,11,4,1,75,10,8,6,6,15,32,25,14,39,74,9,6,3,21
E01000329,Bexley,E09000004,1693,1123,26,5,3,116,21,6,12,22,11,54,98,4,27,101,15,11,2,36
E01000330,Bexley,E09000004,1659,1150,12,0,3,143,13,5,19,12,8,32,62,0,37,91,14,18,12,28
E01000331,Bexley,E09000004,1695,1158,17,10,0,103,14,26,23,10,22,31,44,7,36,128,23,18,4,21
E01000332,Bexley,E09000004,1588,945,4,12,0,85,21,14,8,25,6,27,139,0,37,160,11,39,0,55
E01000333,Bexley,E09000004,1919,1151,19,12,5,175,17,19,27,22,27,12,57,14,39,234,22,30,5,32
E01000334,Bexley,E09000004,1673,1045,14,4,2,94,23,5,23,19,8,8,101,4,86,150,16,15,0,56
E01000335,Bexley,E09000004,2722,863,18,53,5,438,26,44,37,26,12,77,179,5,83,587,46,135,12,76
E01000336,Bexley,E09000004,2005,809,14,5,2,222,14,16,33,45,20,20,118,11,60,420,52,59,7,78
E01000337,Bexley,E09000004,1734,885,15,6,0,159,22,30,29,33,4,6,73,9,37,276,48,47,7,48
E01000338,Bexley,E09000004,1856,888,4,8,11,212,17,21,21,23,6,15,127,11,87,248,57,37,4,59
E01000339,Bexley,E09000004,1617,1301,19,0,0,73,17,4,10,20,15,20,29,3,27,28,13,6,0,32
E01000340,Bexley,E09000004,1586,1219,30,1,0,61,7,6,9,11,27,8,49,4,30,50,28,8,7,31
E01000341,Bexley,E09000004,1543,1237,9,1,0,76,16,10,6,16,17,20,38,0,8,42,7,2,2,36
E01000342,Bexley,E09000004,1521,1276,23,1,0,65,11,2,12,3,6,13,23,2,19,20,11,6,2,26
E01000343,Bexley,E09000004,1510,1208,41,0,0,49,13,9,17,10,9,8,41,4,31,24,8,6,1,31
E01000344,Bexley,E09000004,1594,1327,14,0,0,95,18,3,15,9,8,13,16,0,11,25,11,8,1,20
E01000345,Bexley,E09000004,1340,1143,15,2,0,36,11,1,8,13,9,1,36,1,7,12,22,3,1,19
E01000346,Bexley,E09000004,1590,1315,31,0,1,41,7,12,14,10,14,12,16,8,36,28,2,6,1,36
E01000347,Bexley,E09000004,1524,1183,27,3,0,88,4,12,6,10,19,4,64,2,23,42,14,7,0,16
E01000348,Bexley,E09000004,1513,1238,12,1,0,49,16,0,18,13,11,18,54,14,11,23,9,2,3,21
E01000349,Bexley,E09000004,1724,1349,27,4,1,32,6,2,10,10,21,30,84,7,23,66,18,13,1,20
E01000350,Bexley,E09000004,1481,1255,10,0,0,55,6,5,2,9,9,14,16,0,38,23,8,2,3,26
E01000351,Bexley,E09000004,1612,1301,14,0,1,69,13,6,10,14,7,29,48,4,27,28,14,3,7,17
E01000352,Bexley,E09000004,1616,1181,8,2,1,80,17,9,16,16,15,22,60,22,33,65,38,7,0,24
E01000353,Bexley,E09000004,1635,1265,25,1,0,53,19,12,10,8,13,8,107,6,22,40,10,5,1,30
E01000354,Bexley,E09000004,1500,1043,16,0,0,64,14,8,12,17,4,32,104,11,33,72,10,12,3,45
E01000355,Bexley,E09000004,1439,1152,34,0,0,43,10,3,3,6,6,31,47,0,24,34,15,7,0,24
E01000356,Bexley,E09000004,1563,985,11,0,0,67,20,1,9,14,5,71,246,10,31,46,11,6,0,30
E01000357,Bexley,E09000004,1400,996,21,0,1,44,13,0,2,3,0,12,178,15,40,40,7,9,1,18
E01000358,Bexley,E09000004,1653,1127,13,1,7,79,18,7,10,18,15,48,124,3,39,66,18,13,3,44
E01000359,Bexley,E09000004,1262,874,14,0,0,46,18,10,12,2,6,14,134,11,25,56,5,8,4,23
E01000360,Bexley,E09000004,1913,1195,45,0,9,204,21,8,29,23,28,50,77,15,70,68,14,24,6,27
E01000361,Bexley,E09000004,1594,1208,22,2,0,76,15,2,16,23,27,34,71,7,20,22,4,10,1,34
E01000362,Bexley,E09000004,1866,1230,25,1,8,138,21,18,19,18,7,54,105,16,49,64,21,13,0,59
E01000363,Bexley,E09000004,1552,1095,13,0,1,89,11,4,9,13,1,22,143,12,29,60,9,6,0,35
E01000364,Bexley,E09000004,1701,1111,29,0,3,129,20,12,16,18,19,31,104,11,29,94,25,15,1,34
E01000365,Bexley,E09000004,1724,1208,12,0,0,160,22,6,5,9,12,36,72,6,37,63,11,14,14,37
E01000366,Bexley,E09000004,1637,1051,17,1,1,129,27,11,7,20,19,80,107,7,49,64,15,8,3,21
E01000367,Bexley,E09000004,2268,1267,14,11,2,134,14,18,29,24,10,19,35,30,51,423,27,72,7,81
E01000368,Bexley,E09000004,1682,1104,6,2,7,96,9,26,28,12,15,14,52,11,28,182,23,36,2,29
E01000369,Bexley,E09000004,1726,1294,15,0,0,85,13,3,14,12,9,11,61,4,21,124,17,21,0,22
E01000370,Bexley,E09000004,1558,1119,22,8,0,82,26,7,9,14,4,20,75,0,38,86,14,7,1,26
E01000371,Bexley,E09000004,1622,1255,16,12,0,88,11,9,12,7,0,6,38,5,34,67,26,15,1,20
E01000372,Bexley,E09000004,1696,1046,13,11,2,81,17,6,9,11,12,19,103,6,32,228,28,43,0,29
E01000373,Bexley,E09000004,1321,524,8,20,0,174,8,9,29,21,10,27,32,4,39,299,24,48,5,40
E01000374,Bexley,E09000004,1575,1001,14,14,0,84,11,15,18,10,15,12,17,0,30,232,19,30,2,51
E01000375,Bexley,E09000004,2127,1336,8,3,8,159,13,20,34,23,44,26,87,19,73,172,25,25,9,43
E01000376,Bexley,E09000004,1618,1143,15,1,0,140,13,10,21,10,6,5,18,5,47,116,9,21,3,35
E01000377,Bexley,E09000004,1466,1138,24,8,0,64,6,5,14,15,12,21,9,5,10,89,21,18,1,6
E01000379,Bexley,E09000004,1713,1260,22,1,2,87,11,8,12,10,30,27,41,0,58,75,12,9,13,35
E01000380,Bexley,E09000004,1738,1306,17,11,4,87,8,17,12,25,9,14,23,1,20,128,22,17,2,15
E01000381,Bexley,E09000004,1613,1320,14,8,4,67,8,7,15,12,9,22,16,2,12,42,24,9,7,15
E01000382,Bexley,E09000004,1568,1254,16,0,3,61,12,8,5,15,8,36,80,0,11,23,8,6,0,22
E01000383,Bexley,E09000004,1594,1285,25,2,1,61,7,1,8,6,0,5,7,3,32,82,19,11,1,38
E01000384,Bexley,E09000004,1723,1336,27,2,0,101,20,22,30,10,14,13,20,4,20,57,9,11,1,26
E01000385,Bexley,E09000004,2009,1308,7,12,8,150,7,21,51,40,17,6,38,15,30,164,48,32,3,52
E01000386,Bexley,E09000004,1541,953,14,16,2,85,14,11,26,17,17,23,32,7,46,160,33,26,8,51
E01000387,Bexley,E09000004,1555,1235,7,1,1,65,22,8,15,23,11,19,57,9,6,27,26,4,0,19
E01000388,Bexley,E09000004,1510,948,19,0,0,75,18,13,8,11,8,50,132,19,51,99,4,5,8,42
E01000389,Bexley,E09000004,1701,1104,21,0,4,74,11,17,14,20,10,58,156,11,58,57,19,8,1,58
E01000390,Bexley,E09000004,1340,930,23,2,0,55,33,4,24,14,4,28,104,4,32,44,8,5,0,26
E01000391,Bexley,E09000004,1746,1261,14,0,1,108,16,9,8,9,3,52,44,4,75,78,24,8,0,32
E01000392,Bexley,E09000004,1960,963,27,0,10,205,21,16,34,18,23,91,101,20,130,164,51,23,2,61
E01000393,Bexley,E09000004,1699,1044,19,1,7,116,19,15,15,23,7,30,102,7,95,82,25,17,7,68
E01000394,Bexley,E09000004,1627,1134,24,1,6,96,19,0,3,10,6,34,116,11,45,58,12,12,7,33
E01000395,Bexley,E09000004,1534,1045,15,0,0,66,8,5,15,13,30,42,99,11,45,59,13,16,2,50
E01000396,Bexley,E09000004,1449,1000,13,0,0,58,17,5,15,13,2,34,62,6,73,54,17,14,8,58
E01000398,Bexley,E09000004,1595,1085,11,0,0,146,10,6,9,17,11,28,48,9,67,54,27,13,4,50
E01000399,Bexley,E09000004,1567,956,25,0,0,120,18,2,13,14,15,44,128,4,65,79,18,8,1,57
E01000400,Bexley,E09000004,1568,889,19,0,15,102,9,9,14,6,22,50,179,17,74,92,14,9,0,48
E01000401,Bexley,E09000004,1815,1132,7,1,4,131,14,0,23,15,6,103,87,20,69,97,28,11,2,65
E01000402,Bexley,E09000004,1603,962,10,10,1,108,8,11,20,13,5,16,109,17,36,183,22,43,2,27
E01000403,Bexley,E09000004,2400,1257,13,7,2,155,5,28,35,32,14,20,108,14,39,457,71,81,2,60
E01000404,Bexley,E09000004,2429,882,26,16,2,226,17,38,52,45,25,26,46,15,91,673,53,132,16,48
E01000405,Bexley,E09000004,1577,769,11,5,4,112,16,14,22,20,9,24,101,45,26,279,28,46,3,43
E01000406,Bexley,E09000004,2139,924,11,8,0,196,17,28,56,22,14,14,106,30,51,465,63,65,8,61
E01000407,Bexley,E09000004,1878,976,22,7,13,122,24,10,22,14,8,34,175,27,61,279,32,18,1,33
E01000408,Bexley,E09000004,1771,653,8,34,8,144,21,19,27,20,18,10,266,7,55,307,40,58,2,74
E01000409,Bexley,E09000004,1736,1211,19,1,0,109,11,2,6,33,4,63,82,8,72,51,8,5,2,49
E01000410,Bexley,E09000004,1658,1135,14,3,2,128,21,12,13,11,15,32,50,14,36,99,14,16,13,30
E01000411,Bexley,E09000004,1495,1049,18,7,1,66,9,14,10,21,11,29,52,15,32,78,22,14,1,46
E01000412,Bexley,E09000004,1767,1140,32,1,6,139,7,5,16,33,23,40,82,11,55,80,30,4,1,62
E01000413,Bexley,E09000004,1343,999,17,1,0,61,6,8,18,9,19,23,26,5,45,54,14,4,4,30
E01000414,Bexley,E09000004,1894,985,20,4,0,187,30,15,21,17,54,69,170,5,103,108,20,10,10,66
E01000415,Bexley,E09000004,1470,942,15,1,0,68,26,1,8,12,13,45,133,5,73,56,15,3,3,51
E01000416,Bexley,E09000004,1634,494,9,6,7,187,5,17,15,12,11,77,32,29,74,484,35,84,4,52
E01000417,Bexley,E09000004,1740,986,25,7,0,207,29,28,17,27,12,14,53,4,55,175,20,28,6,47
E01000418,Bexley,E09000004,1946,766,12,0,5,238,16,23,24,17,2,63,124,7,88,397,48,55,7,54
E01000419,Bexley,E09000004,1495,942,26,6,4,81,9,8,6,27,8,15,133,23,67,56,10,22,1,51
E01000420,Bexley,E09000004,1519,1078,18,5,0,71,1,12,13,14,1,13,82,13,24,110,21,10,0,33
E01000421,Bexley,E09000004,1525,1146,19,9,0,44,11,16,6,1,7,11,122,8,24,33,21,3,1,43
E01000422,Bexley,E09000004,1340,393,6,0,1,75,13,27,28,5,0,47,21,0,87,476,55,89,0,17
E01000423,Bexley,E09000004,1615,1305,20,0,0,60,13,2,10,25,8,36,48,11,23,15,5,2,0,32
E01000424,Bexley,E09000004,1730,1418,25,0,1,52,15,4,4,14,22,26,59,3,28,19,10,3,0,27
E01000425,Bexley,E09000004,1803,1482,30,0,1,69,27,4,23,9,0,28,53,4,24,14,7,2,3,23
E01000426,Bexley,E09000004,1671,1327,23,0,1,110,16,4,19,19,9,15,21,5,42,31,13,5,1,10
E01000427,Bexley,E09000004,2003,1639,48,0,3,87,15,10,25,21,11,4,32,0,27,45,10,13,5,8
E01000428,Bexley,E09000004,1914,1288,30,5,6,125,15,12,39,21,21,40,53,6,44,128,27,7,8,39
E01000429,Bexley,E09000004,1697,746,8,19,0,118,14,27,27,15,19,9,18,17,22,464,42,65,14,53
E01000430,Bexley,E09000004,2051,788,9,19,1,112,13,33,15,27,4,33,49,16,56,692,47,104,0,33
E01000431,Bexley,E09000004,1201,615,6,1,4,69,7,13,15,6,18,3,29,1,26,289,28,40,0,31
E01000433,Bexley,E09000004,1962,1042,7,12,0,104,10,21,20,28,37,7,33,12,39,433,29,81,5,42
E01000434,Bexley,E09000004,1591,1040,9,18,10,59,8,16,21,11,4,7,17,19,29,256,14,38,2,13
E01000435,Bexley,E09000004,1493,879,14,1,3,64,5,22,24,7,3,8,22,11,40,280,29,50,7,24
E01000436,Bexley,E09000004,1757,1347,13,2,0,46,6,4,22,14,8,8,102,3,70,43,19,5,2,43
E01000437,Bexley,E09000004,1371,984,7,12,0,34,16,7,20,11,8,17,85,9,37,75,8,14,1,26
E01000438,Bexley,E09000004,1686,1142,29,5,0,108,10,13,15,19,17,4,57,5,32,129,22,24,0,55
E01000439,Bexley,E09000004,1425,933,9,9,1,67,10,19,18,7,12,5,55,2,20,162,22,34,1,39
E01000440,Bexley,E09000004,1391,1003,13,3,7,28,5,2,13,5,4,9,119,10,29,52,12,15,3,59
E01000441,Bexley,E09000004,1796,1194,7,8,0,89,13,14,21,15,25,29,65,0,48,174,24,22,16,32
E01000442,Bexley,E09000004,1675,1177,18,4,0,57,17,15,11,7,8,5,125,5,35,112,13,13,4,49
E01000443,Bexley,E09000004,1330,1085,22,0,0,52,27,2,6,18,3,16,26,7,7,44,5,2,0,8
E01000444,Bexley,E09000004,1636,1333,10,1,0,54,13,9,15,9,4,12,107,0,14,25,6,3,3,18
E01000445,Bexley,E09000004,1669,1375,15,0,0,65,7,4,6,11,4,29,82,0,10,36,5,6,2,12
E01000446,Bexley,E09000004,1499,1302,19,0,4,34,16,1,7,6,3,10,33,5,15,20,5,3,1,15
E01000447,Bexley,E09000004,1961,1479,35,3,8,96,32,4,15,25,14,42,57,8,28,57,21,9,3,25
E01000448,Bexley,E09000004,1347,1128,20,0,0,29,15,3,11,12,7,23,49,6,17,12,3,3,0,9
E01000449,Bexley,E09000004,1567,1287,37,0,0,57,21,0,9,3,6,42,48,0,29,12,9,1,1,5
E01000450,Bexley,E09000004,1804,1163,19,0,3,89,24,7,12,14,10,34,89,32,93,115,38,20,6,36
E01000451,Bexley,E09000004,1756,1169,21,1,0,68,16,9,9,6,1,20,103,33,72,118,26,15,3,66
E01000452,Bexley,E09000004,1427,894,19,0,0,59,17,6,14,8,0,10,151,24,43,86,22,3,0,71
E01000453,Bexley,E09000004,1487,967,19,4,0,60,17,3,8,22,28,18,86,0,82,95,25,2,0,51
E01000454,Bexley,E09000004,1635,991,17,5,2,90,19,9,12,13,0,31,102,11,144,91,21,5,7,65
E01000455,Bexley,E09000004,1798,1050,33,3,1,143,14,3,9,13,7,36,175,9,126,77,8,4,12,75
E01000456,Bexley,E09000004,1422,929,5,0,0,90,15,7,9,12,3,22,127,15,54,59,7,7,1,60
E01000457,Bexley,E09000004,2178,1591,17,0,2,174,39,13,34,31,7,52,51,15,30,57,27,7,5,26
E01000458,Bexley,E09000004,1541,1240,19,0,3,41,24,16,8,7,3,34,68,3,16,28,8,5,0,18
E01000459,Bexley,E09000004,1873,1376,32,1,2,123,18,9,23,21,7,13,74,15,37,56,19,26,1,20
E01000460,Bexley,E09000004,1258,1005,15,0,0,57,26,7,8,10,3,35,32,3,25,15,1,1,4,11
E01000461,Bexley,E09000004,1642,1284,14,0,0,50,14,6,8,8,15,14,85,43,25,44,2,4,0,26
